No,検査分類,表示名,施設ID,検査コード,検査名,検体コード,検体名,単位,標準単位,変換率
1745,アレルギー検査,アスペルギルス(クラス),1.2.840.114319.5.1000.1.22.2,708301,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1746,アレルギー検査,カンジダ,1.2.840.114319.5.1000.1.22.2,708500,Ｍ５　　　カンジダ,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1747,アレルギー検査,カンジダ(クラス),1.2.840.114319.5.1000.1.22.2,708501,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1748,アレルギー検査,アルテルナリア,1.2.840.114319.5.1000.1.22.2,708600,Ｍ６　　　アルテルナリア,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1749,アレルギー検査,アルテルナリア(クラス),1.2.840.114319.5.1000.1.22.2,708601,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1750,アレルギー検査,ハンノキ,1.2.840.114319.5.1000.1.22.2,716200,Ｔ２　　ハンノキ（属）,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1751,アレルギー検査,ハンノキ(クラス),1.2.840.114319.5.1000.1.22.2,716201,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1752,アレルギー検査,ヨモギ,1.2.840.114319.5.1000.1.22.2,720600,Ｗ６　　　ヨモギ,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1753,アレルギー検査,ヨモギ(クラス),1.2.840.114319.5.1000.1.22.2,720601,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1754,アレルギー検査,ハルガヤ,1.2.840.114319.5.1000.1.22.2,725100,Ｇ１　　　ハルガヤ,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1755,アレルギー検査,ハルガヤ(クラス),1.2.840.114319.5.1000.1.22.2,725101,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1756,アレルギー検査,オオアワガエリ,1.2.840.114319.5.1000.1.22.2,725600,Ｇ６　　　オオアワガエリ,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1757,アレルギー検査,オオアワガエリ(クラス),1.2.840.114319.5.1000.1.22.2,725601,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1758,アレルギー検査,牛乳,1.2.840.114319.5.1000.1.22.2,730200,Ｆ２　　　牛乳,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1759,アレルギー検査,牛乳(クラス),1.2.840.114319.5.1000.1.22.2,730201,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1760,アレルギー検査,小麦,1.2.840.114319.5.1000.1.22.2,730400,Ｆ４　　　小麦,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1761,アレルギー検査,小麦(クラス),1.2.840.114319.5.1000.1.22.2,730401,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1762,アレルギー検査,ア－モンド,1.2.840.114319.5.1000.1.22.2,732000,Ｆ２０　　ア－モンド,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1763,アレルギー検査,ア－モンド(クラス),1.2.840.114319.5.1000.1.22.2,732001,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1764,アレルギー検査,Α－ラクトアルブミン,1.2.840.114319.5.1000.1.22.2,737600,Ｆ７６　　Α－ラクトアルブミン,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1765,アレルギー検査,Α－ラクトアルブミン(クラス),1.2.840.114319.5.1000.1.22.2,737601,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1766,アレルギー検査,Βーラクトグロブリン,1.2.840.114319.5.1000.1.22.2,737700,Ｆ７７　　Βーラクトグロブリン,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1767,アレルギー検査,Βーラクトグロブリン(クラス),1.2.840.114319.5.1000.1.22.2,737701,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1768,アレルギー検査,カゼイン,1.2.840.114319.5.1000.1.22.2,737800,Ｆ７８　　カゼイン,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1769,アレルギー検査,カゼイン(クラス),1.2.840.114319.5.1000.1.22.2,737801,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1770,アレルギー検査,グルテン,1.2.840.114319.5.1000.1.22.2,737900,Ｆ７９　　グルテン,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1771,アレルギー検査,グルテン(クラス),1.2.840.114319.5.1000.1.22.2,737901,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1772,アレルギー検査,キウイ,1.2.840.114319.5.1000.1.22.2,738400,Ｆ８４　　キウイ,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1773,アレルギー検査,キウイ(クラス),1.2.840.114319.5.1000.1.22.2,738401,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1774,アレルギー検査,ヤマイモ,1.2.840.114319.5.1000.1.22.2,739700,Ｆ９７　　ヤマイモ,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1775,アレルギー検査,ヤマイモ(クラス),1.2.840.114319.5.1000.1.22.2,739701,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1776,アレルギー検査,クルミ,1.2.840.114319.5.1000.1.22.2,741300,Ｆ２５６　クルミ,1B1,静脈血清（一般特殊 ）,UA/ml,UA/ml,1
1777,アレルギー検査,クルミ(クラス),1.2.840.114319.5.1000.1.22.2,741301,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1778,アレルギー検査,Ω５グリアジン,1.2.840.114319.5.1000.1.22.2,741500,Ｆ４１６　Ω５グリアジン,1B1,静脈血清（一般特殊 ）,,,1
1779,アレルギー検査,Ω５グリアジン(クラス),1.2.840.114319.5.1000.1.22.2,741501,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1780,アレルギー検査,カシューナッツ,1.2.840.114319.5.1000.1.22.2,741600,Ｆ２０２　カシューナッツ,1B1,静脈血清（一般特殊 ）,,,1
1781,アレルギー検査,カシューナッツ(クラス),1.2.840.114319.5.1000.1.22.2,741601,クラス,1B1,静脈血清（一般特殊 ）,,ｸﾗｽ,1
1782,免疫血清検査,TARC(Th2ｹﾓｶｲﾝ),1.2.840.114319.5.1000.1.22.1,0247100,TARC(Th2ｹﾓｶｲﾝ),004,静血清,pg/mL,pg/mL,1
1783,免疫血清検査,TARC(Th2ｹﾓｶｲﾝ),1.2.840.114319.5.1000.1.28.13,5768,Ｔａｒｃ,12,血清,pg/ml,pg/mL,1
1784,薬物検査,タクロリムス,1.2.840.114319.5.1000.1.22.1,0250300,ﾀｸﾛﾘﾑｽ,003,静全血,ng/mL,ng/mL,1
1785,薬物検査,タクロリムス,1.2.840.114319.5.1000.1.22.2,416200,タクロリムス（Ｆｋ５０６）,1D1,静脈全血（染色体・遺伝）,ng/ml,ng/mL,1
1786,免疫血清検査,クリプトコッカス抗原,1.2.840.114319.5.1000.1.22.1,0310800,ｸﾘﾌﾟﾄｺｯｶｽ抗原,004,静血清,,,1
1787,免疫血清検査,クリプトコッカス抗原,1.2.840.114319.5.1000.1.22.2,585300,クリプトコックス抗原,1B1,静脈血清（一般特殊 ）,,,1
1788,免疫血清検査,アスペルギルス抗原,1.2.840.114319.5.1000.1.22.1,0310900,ｱｽﾍﾟﾙｷﾞﾙｽ抗原 EIA,004,静血清,,,1
1789,免疫血清検査,アスペルギルス抗原,1.2.840.114319.5.1000.1.22.2,582300,アスペルギルス抗原,1B1,静脈血清（一般特殊 ）,,,1
1790,その他,A群ヨウレン菌抗原,1.2.840.114319.5.1000.1.22.1,0318100,A群ﾖｳﾚﾝ菌抗原,091,咽頭粘液,,,1
1791,その他,A群ヨウレン菌抗原,1.2.840.114319.5.1000.1.22.2,583900,Ａ群Β溶連菌抗原迅速,4G1,咽頭粘液,,,1
1792,免疫血清検査,ｲﾝﾀｰﾌｪﾛﾝ-γ,1.2.840.114319.5.1000.1.22.1,0319102,ｲﾝﾀｰﾌｪﾛﾝ-γ,003,静全血,,,1
1793,免疫血清検査,ESAT-6,1.2.840.114319.5.1000.1.22.1,0319104,ESAT-6,003,静全血,,,1
1794,免疫血清検査,CFP10,1.2.840.114319.5.1000.1.22.1,0319105,CFP10,003,静全血,,,1
1795,免疫血清検査,梅毒RPR定量,1.2.840.114319.5.1000.1.22.1,0321105,RPR定量値,005,静血漿,R.U,,1
1796,免疫血清検査,梅毒RPR定量,1.2.840.114319.5.1000.1.22.2,372700,梅毒Ｒｐｒ定量（判定院内,1C1,静脈血漿（凝固）,,,1
1797,ウイルス検査,"サイトメガロウイルス C10,11",1.2.840.114319.5.1000.1.22.1,0400100,"*ｻｲﾄﾒｶﾞﾛｳｲﾙｽ C10,11",003,静全血,,,1
1798,ウイルス検査,サイトメガロ（Cf）,1.2.840.114319.5.1000.1.22.2,530100,サイトメガロ（Ｃｆ）,1B1,静脈血清（一般特殊 ）,倍,倍,1
1799,ウイルス検査,サイトメガロIgg,1.2.840.114319.5.1000.1.22.2,530400,サイトメガロＩｇｇ,1B1,静脈血清（一般特殊 ）,,,1
1800,ウイルス検査,サイトメガロIgg,1.2.840.114319.5.1000.1.22.2,531100,新サイトメガロＩｇｇ,1B1,静脈血清（一般特殊 ）,,,1
1801,ウイルス検査,サイトメガロIgg,1.2.840.114319.5.1000.1.22.1,0400700,判定 血清ｻｲﾄﾒｶﾞﾛIgG,004,静血清,,,1
1802,ウイルス検査,サイトメガロIgg,1.2.840.114319.5.1000.1.28.13,4835,Ｃｍｖ－Ｇ：　ハンテイ,12,血清,,,1
1803,ウイルス検査,サイトメガロIgg(抗体指数),1.2.840.114319.5.1000.1.22.1,0400800,抗体指数 血清ｻｲﾄﾒｶﾞﾛIgG,004,静血清,EIA価,EIA価,1
1804,ウイルス検査,サイトメガロIgm,1.2.840.114319.5.1000.1.22.2,530600,サイトメガロＩｇｍ,1B1,静脈血清（一般特殊 ）,,,1
1805,ウイルス検査,サイトメガロIgm,1.2.840.114319.5.1000.1.22.2,531200,新サイトメガロＩｇｍ,1B1,静脈血清（一般特殊 ）,,,1
1806,ウイルス検査,サイトメガロIgm,1.2.840.114319.5.1000.1.22.1,0401100,判定 血清ｻｲﾄﾒｶﾞﾛIgM,004,静血清,,,1
1807,ウイルス検査,サイトメガロIgm,1.2.840.114319.5.1000.1.28.13,4838,Ｃｍｖ－Ｍ：　　ハンテイ,12,血清,,,1
1808,ウイルス検査,サイトメガロIgm(抗体指数),1.2.840.114319.5.1000.1.22.1,0401200,抗体指数 血清ｻｲﾄﾒｶﾞﾛIgM,004,静血清,,,1
1809,血液ガス検査,FiO2,1.2.840.114319.5.1000.1.22.1,0663100,FiO2,009,動全血,L,,1
1810,血液ガス検査,FiO2,1.2.840.114319.5.1000.1.28.13,0952,Ｆｉｏ２,11,全血,,,1
1811,ウイルス検査,HCV-RNA定量,1.2.840.114319.5.1000.1.22.2,563700,Ｈｃｖ－Ｒｎａ定量／Ｔａｑｍａｎ,1B1,静脈血清（一般特殊 ）,,logIU/mL,1
1812,ウイルス検査,HCV-RNA定量,1.2.840.114319.5.1000.1.22.1,0474200,HCV-RNA定量リアル,004,静血清,logIU/mL,logIU/mL,1
1813,免疫血清検査,IgG4,1.2.840.114319.5.1000.1.22.1,0807502,IgG4,004,静血清,mg/dL,mg/dL,1
1814,免疫血清検査,IgG4,1.2.840.114319.5.1000.1.28.13,3318,Ｉｇｇ　４,12,血清,mg/dl,mg/dL,1
1815,生化学検査,MMP-3,1.2.840.114319.5.1000.1.22.1,0811500,MMP-3,005,静血漿,ng/mL,ng/mL,1
1816,生化学検査,MMP-3,1.2.840.114319.5.1000.1.22.2,365100,マトリックスメタロプロテイナーゼ－３,1B1,静脈血清（一般特殊 ）,ng/ml,ng/mL,1
1817,血液検査,POLYS,1.2.840.114319.5.1000.1.22.1,0520400,POLYS,003,静全血,%,%,1
1818,ウイルス検査,SARS-CoV-2抗原定性,1.2.840.114319.5.1000.1.22.1,0495901,判定(CoV2Ag)鼻咽頭拭い液,092,鼻咽頭粘液,,,1
1819,ウイルス検査,SARS-CoV-2抗原定性,1.2.840.114319.5.1000.1.22.2,635000,Ｓａｒｓ－Ｃｏｖ２ｐｃｒ内,4G2,鼻咽頭粘液,,,1
1820,ウイルス検査,SARS-CoV-2抗原定量,1.2.840.114319.5.1000.1.22.1,0495902,定量(CoV2Ag)鼻咽頭拭い液,092,鼻咽頭粘液,pg/mL,pg/mL,1
1821,生化学検査,ニコチン酸,1.2.840.114319.5.1000.1.22.1,0832300,ﾆｺﾁﾝ酸,003,静全血,μg/mL,μg/mL,1
1822,免疫血清検査,マイコプラズマ抗体Pa,1.2.840.114319.5.1000.1.22.1,0340200,ﾏｲｺﾌﾟﾗｽﾞﾏ PA,004,静血清,倍,倍,1
1823,免疫血清検査,マイコプラズマ抗体Pa,1.2.840.114319.5.1000.1.22.2,581902,マイコプラズマ抗体Ｐａ,1B1,静脈血清（一般特殊 ）,倍,倍,1
1824,免疫血清検査,マイコプラズマ/Lamp法,1.2.840.114319.5.1000.1.22.2,582610,マイコプラズマ／Ｌａｍｐ法,999,＊＊＊,,,1
1825,血液ガス検査,気圧,1.2.840.114319.5.1000.1.22.1,0663000,気圧,009,動全血,mmHg,mmHg,1
1826,免疫血清検査,トキソプラズマIgG,1.2.840.114319.5.1000.1.22.1,0882100,血清ﾄｷｿﾌﾟﾗｽﾞﾏ IgG ELISA,004,静血清,IU/mL,IU/mL,1
1827,免疫血清検査,トキソプラズマIgM,1.2.840.114319.5.1000.1.22.1,0881900,血清ﾄｷｿﾌﾟﾗｽﾞﾏ IgM,004,静血清,,,1
1828,免疫血清検査,抗デスモグレイン-1抗体,1.2.840.114319.5.1000.1.22.1,0805703,抗ﾃﾞｽﾓｸﾞﾚｲﾝ-1抗体,004,静血清,U/mL,U/mL,1
1829,免疫血清検査,抗デスモグレイン-3抗体,1.2.840.114319.5.1000.1.22.1,0805803,抗ﾃﾞｽﾓｸﾞﾚｲﾝ-3抗体,004,静血清,U/mL,U/mL,1
1830,免疫血清検査,抗平滑筋抗体,1.2.840.114319.5.1000.1.22.1,0803700,抗平滑筋抗体,004,静血清,倍,倍,1
1831,ウイルス検査,HBs抗体,1.2.840.114319.5.1000.1.22.1,0472304,判定(HBsAb),005,静血漿,,,1
1832,ウイルス検査,HBs抗体,1.2.840.114319.5.1000.1.18.1,0415800,HBs抗体,034,血液,,,1
1833,ウイルス検査,HBs抗体,1.2.840.114319.5.1000.1.22.2,561300,Ｈｂｓ抗体定性,1C1,静脈血漿（凝固）,,,1
1834,ウイルス検査,HBs抗体(定量),1.2.840.114319.5.1000.1.22.1,0472305,定量値(HBsAb),005,静血漿,mIU/mL,mIU/mL,1
1835,ウイルス検査,HBs抗体(定量),1.2.840.114319.5.1000.1.22.2,561301,Ｈｂｓ抗体定量,1C1,静脈血漿（凝固）,mIU/ml,mIU/mL,1
1836,ウイルス検査,HBs抗原(定量),1.2.840.114319.5.1000.1.22.1,0472205,定量(HBsAg),005,静血漿,IU/mL,IU/mL,1
1837,ウイルス検査,HCV抗体(定量),1.2.840.114319.5.1000.1.22.1,0474100,定量(HCV-Ab),005,静血漿,C.O.I,C.O.I,1
1838,ウイルス検査,HIV-Ag/Ab(定量),1.2.840.114319.5.1000.1.22.1,0475002,定量(HIV-Ag/Ab),005,静血漿,C.O.I,C.O.I,1
1839,免疫血清検査,梅毒TP抗体(定量),1.2.840.114319.5.1000.1.22.1,0326000,定量(TP-Ab),005,静血漿,C.O.I,C.O.I,1
1840,内分泌検査,副甲状腺ﾎﾙﾓﾝ関連ﾀﾝﾊﾟｸ,1.2.840.114319.5.1000.1.22.1,0840100,副甲状腺ﾎﾙﾓﾝ関連ﾀﾝﾊﾟｸ,005,静血漿,pmol/L,pmol/L,1
1841,内分泌検査,副甲状腺ﾎﾙﾓﾝ関連ﾀﾝﾊﾟｸ,1.2.840.114319.5.1000.1.22.2,334700,Ｐｔｈｒｐ,1C1,静脈血漿（凝固）,,pmol/L,1
1842,その他,腹水　AMY,1.2.840.114319.5.1000.1.22.1,0740900,腹水　AMY,043,腹水,U/L,U/L,1
1843,その他,腹水 総ﾋﾞﾘﾙﾋﾞﾝ,1.2.840.114319.5.1000.1.22.1,0741000,腹水 総ﾋﾞﾘﾙﾋﾞﾝ,043,腹水,mg/dL,mg/dL,1
1844,ウイルス検査,CMV-1,1.2.840.114319.5.1000.1.22.1,0400200,CMV-1,003,静全血,個,個,1
1845,ウイルス検査,CMV-2,1.2.840.114319.5.1000.1.22.1,0400300,CMV-2,003,静全血,個,個,1
1846,ウイルス検査,サイトメガロ-DNA定量,1.2.840.114319.5.1000.1.22.2,530700,Ｃｍｖ－Ｄｎａ定量,1D1,静脈全血（染色体・遺伝）,,,1
1847,ウイルス検査,サイトメガロIgg(定量),1.2.840.114319.5.1000.1.28.13,4834,Ｃｍｖ－Ｇ：　ノウド,12,血清,AU/ml,AU/ml,1
1848,ウイルス検査,サイトメガロIgg(定量),1.2.840.114319.5.1000.1.22.2,530401,Ｉｇｇ定量,1B1,静脈血清（一般特殊 ）,,AU/ml,1
1849,ウイルス検査,サイトメガロIgg(定量),1.2.840.114319.5.1000.1.22.2,531101,新Ｉｇｇ定量,1B1,静脈血清（一般特殊 ）,AU/ml,AU/ml,1
1850,ウイルス検査,サイトメガロIgm(定量),1.2.840.114319.5.1000.1.28.13,4837,Ｃｍｖ－Ｍ：Ｓ／Ｃｏ,12,血清,S/CO,S/CO,1
1851,ウイルス検査,サイトメガロIgm(定量),1.2.840.114319.5.1000.1.22.2,530601,Ｉｇｍ（Ｉ）,1B1,静脈血清（一般特殊 ）,,S/CO,1
1852,ウイルス検査,サイトメガロIgm(定量),1.2.840.114319.5.1000.1.22.2,531201,新Ｉｇｍ（Ｉ）,1B1,静脈血清（一般特殊 ）,,S/CO,1
1853,その他,Ａ／Ａ,1.2.840.114319.5.1000.1.28.13,0955,Ａ／Ａ,11,全血,,,1
1854,その他,Ａ－Ａｄｏ２,1.2.840.114319.5.1000.1.28.13,0954,Ａ－Ａｄｏ２,11,全血,mmHg,mmHg,1
1855,生化学検査,ALPアイソザイム,1.2.840.114319.5.1000.1.22.2,380500,Ａｌｐアイソザイム,1B1,静脈血清（一般特殊 ）,,,1
1856,生化学検査,ALPアイソザイム,1.2.840.114319.5.1000.1.28.13,2024,Ａｌｐ－アイソザイム,12,血清,,,1
1857,血液検査,APTT(%),1.2.840.114319.5.1000.1.28.13,0064,Ａｐｔｔ－％,13,血漿,%,%,1
1858,ウイルス検査,Ａインフ－Ａ　Ｃｆ　Ｓ,1.2.840.114319.5.1000.1.28.13,4579,Ａインフ－Ａ　Ｃｆ　Ｓ,12,血清,倍,倍,1
1859,ウイルス検査,Ａ型／タスマニア／Ｈ３ｎ２,1.2.840.114319.5.1000.1.28.13,4631,Ａ型／タスマニア／Ｈ３ｎ２,12,血清,倍,倍,1
1860,ウイルス検査,Ａ型／ビクトリア／Ｈ１ｎ１,1.2.840.114319.5.1000.1.28.13,4630,Ａ型／ビクトリア／Ｈ１ｎ１,12,血清,倍,倍,1
1861,ウイルス検査,Ｂ型／ビクトリア,1.2.840.114319.5.1000.1.28.13,4628,Ｂ型／ビクトリア,12,血清,倍,倍,1
1862,ウイルス検査,Ｂ型／プーケット,1.2.840.114319.5.1000.1.28.13,4636,Ｂ型／プーケット,43,髄液,倍,倍,1
1863,免疫血清検査,IgG2,1.2.840.114319.5.1000.1.28.13,3316,Ｉｇｇ　２,12,血清,mg/dl,mg/dl,1
1864,免疫血清検査,IgG2,1.2.840.114319.5.1000.1.22.2,305631,Ｉｇｇ－２,1B1,静脈血清（一般特殊 ）,㎎/dl,mg/dl,1
1865,その他,La,1.2.840.114319.5.1000.1.28.13,4073,Ｌａ,13,血漿,NR,NR,1
1866,生化学検査,Ｌｄｈ－アイソザイム,1.2.840.114319.5.1000.1.28.13,2015,Ｌｄｈ－アイソザイム,12,血清,,,1
1867,生化学検査,Ｌｄｈ－１,1.2.840.114319.5.1000.1.28.13,2016,Ｌｄｈ－１,12,血清,%,%,1
1868,生化学検査,Ｌｄｈ－２,1.2.840.114319.5.1000.1.28.13,2017,Ｌｄｈ－２,12,血清,%,%,1
1869,生化学検査,Ｌｄｈ－３,1.2.840.114319.5.1000.1.28.13,2018,Ｌｄｈ－３,12,血清,%,%,1
1870,生化学検査,Ｌｄｈ－４,1.2.840.114319.5.1000.1.28.13,2019,Ｌｄｈ－４,12,血清,%,%,1
1871,生化学検査,Ｌｄｈ－５,1.2.840.114319.5.1000.1.28.13,2020,Ｌｄｈ－５,12,血清,%,%,1
1872,生化学検査,Ｔ３,1.2.840.114319.5.1000.1.28.13,2286,Ｔ３,12,血清,ng/dl,ng/dl,1
1873,生化学検査,アミノ酸１１分画（血漿）,1.2.840.114319.5.1000.1.28.13,2149,アミノ酸１１分画（血漿）,13,血漿,,,1
1874,生化学検査,アミノ酸分画（血漿）,1.2.840.114319.5.1000.1.28.13,2146,アミノ酸分画（血漿）,13,血漿,,,1
1875,生化学検査,アミノ酸分画（血漿）,1.2.840.114319.5.1000.1.22.2,394100,血漿アミノ酸定量,1C1,静脈血漿（凝固）,,,1
1876,ウイルス検査,インフ－Ａ　Ｃｆ　Ｌ,1.2.840.114319.5.1000.1.28.13,4580,インフ－Ａ　Ｃｆ　Ｌ,43,髄液,倍,倍,1
1877,ウイルス検査,インフ－Ｂ　Ｃｆ　Ｌ,1.2.840.114319.5.1000.1.28.13,4582,インフ－Ｂ　Ｃｆ　Ｌ,43,髄液,倍,倍,1
1878,ウイルス検査,インフ－Ｂ　Ｃｆ　Ｓ,1.2.840.114319.5.1000.1.28.13,4581,インフ－Ｂ　Ｃｆ　Ｓ,12,血清,倍,倍,1
1879,ウイルス検査,インフルエンザ（Ｈｉ）,1.2.840.114319.5.1000.1.28.13,4629,インフルエンザ（Ｈｉ）,12,血清,,,1
1880,ウイルス検査,インフルエンザ（Ｈｉ）髄液,1.2.840.114319.5.1000.1.28.13,4633,インフルエンザ（Ｈｉ）髄液,43,髄液,倍,倍,1
1881,ウイルス検査,インフルエンザ抗原Ａ,1.2.840.114319.5.1000.1.22.2,504300,インフルエンザ抗原Ａ,4G2,鼻咽頭粘液,,,1
1882,ウイルス検査,インフルエンザ抗原Ｂ,1.2.840.114319.5.1000.1.22.2,504301,インフルエンザ抗原Ｂ,4G2,鼻咽頭粘液,,,1
1883,その他,キサントクロミー,1.2.840.114319.5.1000.1.28.13,0750,キサントクロミー,43,髄液,,,1
1884,その他,シスタチオン,1.2.840.114319.5.1000.1.28.13,2720,シスタチオン,13,血漿,nmol/ml,nmol/ml,1
1885,アレルギー検査,セキセイインコ,1.2.840.114319.5.1000.1.28.13,8013,セキセイインコ,12,血清,mgA/L,mgA/L,1
1886,アレルギー検査,ハト,1.2.840.114319.5.1000.1.28.13,8014,ハト,12,血清,mgA/L,mgA/L,1
1887,薬物検査,フェニトイン,1.2.840.114319.5.1000.1.28.13,2222,フェニトイン,12,血清,μg/ml,μg/ml,1
1888,薬物検査,フェニトイン,1.2.840.114319.5.1000.1.22.2,401700,フェニトイン,1C1,静脈血漿（凝固）,μg/ml,μg/ml,1
1889,薬物検査,フェノバルビタール,1.2.840.114319.5.1000.1.22.2,401100,フェノバルビタール,1C1,静脈血漿（凝固）,μg/ml,μg/ml,1
1890,薬物検査,フェノバルビタール,1.2.840.114319.5.1000.1.28.13,2221,フェノバルビタール,12,血清,μg/ml,μg/ml,1
1891,生化学検査,血清浸透圧,1.2.840.114319.5.1000.1.28.13,0416,血清浸透圧,12,血清,mOSm/kg,mOSm/kg,1
1892,生化学検査,血清浸透圧,1.2.840.114319.5.1000.1.22.2,303100,浸透圧,1B1,静脈血清（一般特殊 ）,mOSM/L,mOSm/kg,1
1893,内分泌検査,抗利尿ホルモン(AVP),1.2.840.114319.5.1000.1.28.13,2284,抗利尿ホルモン（Ａｖｐ）,13,血漿,pg/ml,pg/ml,1
1894,内分泌検査,抗利尿ホルモン(AVP),1.2.840.114319.5.1000.1.22.2,327102,Ａｖｐ（Ａｄｈ）,1C1,静脈血漿（凝固）,pg/ml,pg/ml,1
1895,その他,細胞数（／Μｌ）,1.2.840.114319.5.1000.1.22.2,130711,細胞数（／Μｌ）,3A1,髄液（一般特殊）,,/μl,1
1896,その他,細胞数（／Μｌ）,1.2.840.114319.5.1000.1.28.13,0835,細胞数（／Μｌ）,43,髄液,/μl,/μl,1
1897,血液検査,赤沈１ｈ,1.2.840.114319.5.1000.1.28.13,0091,赤沈１ｈ,11,全血,mm/hr,mm/hr,1
1898,血液検査,赤沈２ｈ,1.2.840.114319.5.1000.1.28.13,0092,赤沈２ｈ,11,全血,mm/hr,mm/hr,1
1899,免疫血清検査,鳥特異的Ｉｇｇ,1.2.840.114319.5.1000.1.28.13,8011,鳥特異的Ｉｇｇ,12,血清,,,1
1900,ウイルス検査,風疹Ｉｇｇ,1.2.840.114319.5.1000.1.28.13,6031,風疹Ｉｇｇ（Ｃｌｉａ）,12,血清,,,1
1901,ウイルス検査,風疹Ｉｇｇ,1.2.840.114319.5.1000.1.22.2,522300,風疹Ｉｇｇ（Ｅｉａ）,1B1,静脈血清（一般特殊 ）,,,1
1902,ウイルス検査,風疹Ｉｇｇ(定量),1.2.840.114319.5.1000.1.22.2,522301,風疹Ｉｇｇ（Ｅｉａ価）,1B1,静脈血清（一般特殊 ）,,,1
1903,ウイルス検査,Ｅｂｖ－Ｄｎａ量,1.2.840.114319.5.1000.1.22.2,537300,Ｅｂｖ－Ｄｎａ量（全血）,1D1,静脈全血（染色体・遺伝）,LogIU/ml,LogIU/ml,1
1904,ウイルス検査,Ｅｂｖ－Ｅａ－Ｇ,1.2.840.114319.5.1000.1.28.13,4803,Ｅｂｖ－Ｅａ－Ｇ,12,血清,倍,倍,1
1905,ウイルス検査,Ｅｂｖ－Ｅｂｎａ,1.2.840.114319.5.1000.1.28.13,4806,Ｅｂｖ－Ｅｂｎａ,12,血清,倍,倍,1
1906,ウイルス検査,Ｅｂｖ－Ｖｃ－Ｇ,1.2.840.114319.5.1000.1.28.13,4800,Ｅｂｖ－Ｖｃ－Ｇ,12,血清,倍,倍,1
1907,ウイルス検査,Ｅｂｖ－Ｖｃ－Ｍ,1.2.840.114319.5.1000.1.28.13,4802,Ｅｂｖ－Ｖｃ－Ｍ,12,血清,倍,倍,1
1908,ウイルス検査,ＥｂウイルスＤｎａ核酸定量,1.2.840.114319.5.1000.1.22.2,537100,ＥｂウイルスＤｎａ核酸定量,1D1,静脈全血（染色体・遺伝）,ｺﾋﾟ/ml,ｺﾋﾟ/ml,1
1909,ウイルス検査,Ｅｂ抗Ｅａｄｒ・Ｉｇｇ（Ｅｉａ）,1.2.840.114319.5.1000.1.22.2,536000,Ｅｂ抗Ｅａｄｒ・Ｉｇｇ（Ｅｉａ）,1B1,静脈血清（一般特殊 ）,,,1
1910,ウイルス検査,Ｅｂ抗Ｅａｄｒ・Ｉｇｇ（Ｆａ）,1.2.840.114319.5.1000.1.22.2,535400,Ｅｂ抗Ｅａｄｒ・Ｉｇｇ（Ｆａ）,1B1,静脈血清（一般特殊 ）,倍,倍,1
1911,ウイルス検査,Ｅｂ抗Ｅｂｎａ（Ｅｉａ）,1.2.840.114319.5.1000.1.22.2,536100,Ｅｂ抗Ｅｂｎａ（Ｅｉａ）,1B1,静脈血清（一般特殊 ）,,,1
